259,"Toms Spezialitäten, Ltd",Pfalzheim,"Henriette ",0221-5554327,"Mehrheimerstr. 369",,Köln,,50739,Germany,1504,120400,,,,M
260,"Royal Canadian Collectables, Ltd.",Lincoln,"Elizabeth ","(604) 555-4555","23 Tsawassen Blvd.",,Tsawassen,BC,"T2F 8M4",Canada,1323,89600,,,,M
273,"Franken Gifts, Co",Franken,"Peter ",089-0877555,"Berliner Platz 43",,München,,80805,Germany,,0,,,,M
507,,,,," ",,"--Select City--",,"--Select Countr","--Select Country--",,,,,,M
508,,,,," ",,Karachi,,Pakistan,Pakistan,,,,,,M
278,"Rovelli Gifts",Rovelli,"Giovanni ",035-640555,"Via Ludovico il Moro 22",,Bergamo,,24100,Italy,1401,119600,,,,M
499,a,a,a,a,a,a,a,a,a,a,,,,,,M
500,a,a,a,a,a,a,a,a,a,a,,,,,,M
286,"Marta's Replicas Co.",Hernandez,Marta,6175558555,"39323 Spinnaker Dr.",,Cambridge,MA,51247,USA,1216,123700,,,,M
293,"BG&E Collectables",Harrison,Ed,"+41 26 425 50 01","Rte des Arsenaux 41 ",,Fribourg,,1700,Switzerland,,0,,,,M
298,"Vida Sport, Ltd",Holz,Mihael,0897-034555,"Grenzacherweg 237",,Genève,,1203,Switzerland,1702,141300,,,,M
299,"Norway Gifts By Mail, Co.",Klaeboe,Jan,"+47 2212 1555","Drammensveien 126A","PB 211 Sentrum",Oslo,,"N 0106","Norway  ",1504,95100,,,,M
303,"Schuyler Imports",Schuyler,Bradley,"+31 20 491 9555","Kingsfordweg 151",,Amsterdam,,"1043 GR",Netherlands,,0,,,,M
307,"Der Hund Imports",Andersen,Mel,030-0074555,"Obere Str. 57",,Berlin,,12209,Germany,,0,,,,M
311,"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,981-443655,"Torikatu 38",,Oulu,,90110,Finland,1501,90500,,,,M
314,"Petit Auto",Dewey,"Catherine ","(02) 5554 67","Rue Joseph-Bens 532",,Bruxelles,,B-1180,Belgium,1401,79900,,,,M
319,"Mini Classics",Frick,Steve,9145554562,"3758 North Pendale Street",,"White Plains",NY,24067,USA,1323,102700,,,,M
320,"Mini Creations Ltd.",Huang,Wing,5085559555,"4575 Hillside Dr.",,"New Bedford",MA,50553,USA,1188,94500,,,,M
321,"Corporate Gift Ideas Co.",Brown,Julie,6505551386,"7734 Strong St.",,"San Francisco",CA,94217,USA,1165,105000,,,,M
323,"Down Under Souveniers, Inc",Graham,Mike,"+64 9 312 5555","162-164 Grafton Road","Level 2","Auckland  ",,,"New Zealand",1612,88000,,,,M
324,"Stylish Desk Decors, Co.",Brown,"Ann ","(171) 555-0297","35 King George",,London,,"WX3 6FW",UK,1501,77000,,,,M
328,"Tekni Collectables Inc.",Brown,William,2015559350,"7476 Moss Rd.",,Newark,NJ,94019,USA,1323,43000,,,,M
333,"Australian Gift Network, Co",Calaghan,Ben,61-7-3844-6555,"31 Duncan St. West End",,"South Brisbane",Queensland,4101,Australia,1611,51600,,,,M
334,"Suominen Souveniers",Suominen,Kalle,"+358 9 8045 555","Software Engineering Center","SEC Oy",Espoo,,FIN-02271,Finland,1501,98800,,,,M
335,"Cramer Spezialitäten, Ltd",Cramer,"Philip ",0555-09555,"Maubelstr. 90",,Brandenburg,,14776,Germany,,0,,,,M
339,"Classic Gift Ideas, Inc",Cervantes,Francisca,2155554695,"782 First Street",,Philadelphia,PA,71270,USA,1188,81100,,,,M
344,"CAF Imports",Fernandez,Jesus,"+34 913 728 555","Merchants House","27-30 Merchant's Quay",Madrid,,28023,Spain,1702,59600,,,,M
347,"Men 'R' US Retailers, Ltd.",Chandler,Brian,2155554369,"6047 Douglas Av.",,"Los Angeles",CA,91003,USA,1166,57700,,,,M
348,"Asian Treasures, Inc.",McKenna,"Patricia ","2967 555","8 Johnstown Road",,Cork,"Co. Cork",,Ireland,,0,,,,M
350,"Marseille Mini Autos",Lebihan,"Laurence ",91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,1337,65000,,,,M
353,"Reims Collectables",Henriot,"Paul ",26.47.1555,"59 rue de l'Abbaye",,Reims,,51100,France,1337,81100,,,,M
356,"SAR Distributors, Co",Kuger,Armand,"+27 21 550 3555","1250 Pretorius Street",,Hatfield,Pretoria,0028,"South Africa",,0,,,,M
357,GiftsForHim.com,MacKinlay,Wales,64-9-3763555,"199 Great North Road",,Auckland,,,"New Zealand",1612,77700,,,,M
361,"Kommission Auto",Josephs,Karin,0251-555259,"Luisenstr. 48",,Münster,,44087,Germany,,0,,,,M
362,Gifts4AllAges.com,Yoshido,Juri,6175559555,"8616 Spinnaker Dr.",,Boston,MA,51003,USA,1216,41900,,,,M
363,"Online Diecast Creations Co.",Young,Dorothy,6035558647,"2304 Long Airport Avenue",,Nashua,NH,62005,USA,1216,114200,,,,M
369,"Lisboa Souveniers, Inc",Rodriguez,"Lino ","(1) 354-2555","Jardim das rosas n. 32",,Lisboa,,1675,Portugal,,0,,,,M
376,"Precious Collectables",Urs,Braun,0452-076555,"Hauptstr. 29",,Bern,,3012,Switzerland,1702,0,,,,M
379,"Collectables For Less Inc.",Nelson,Allen,6175558555,"7825 Douglas Av.",,Brickhaven,MA,58339,USA,1188,70700,,,,M
381,"Royale Belge",Cartrain,"Pascale ","(071) 23 67 2555","Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,1401,23500,,,,M
382,"Salzburg Collectables",Pipps,"Georg ",6562-9555,"Geislweg 14",,Salzburg,,5020,Austria,1401,71700,,,,M
385,"Cruz & Sons Co.",Cruz,Arnold,"+63 2 555 3587","15 McCallum Street","NatWest Center #13-03","Makati City",,"1227 MM",Philippines,1621,81500,,,,M
386,"L'ordine Souveniers",Moroni,"Maurizio ",0522-556555,"Strada Provinciale 124",,"Reggio Emilia",,42100,Italy,1401,121400,,,,M
398,"Tokyo Collectables, Ltd",Shimamura,Akiko,"+81 3 3584 0555","2-2-8 Roppongi",,Minato-ku,Tokyo,106-0032,Japan,1621,94400,,,,M
406,"Auto Canal+ Petit",Perrier,Dominique,"(1) 47.55.6555","25, rue Lauriston",,Paris,,75016,France,1337,95000,,,,M
409,"Stuttgart Collectable Exchange",Müller,"Rita ",0711-555361,"Adenauerallee 900",,Stuttgart,,70563,Germany,,0,,,,M
412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,"04 499 9555","101 Lambton Quay","Level 11",Wellington,,,"New Zealand",1612,86800,,,,M
415,"Bavarian Collectables Imports, Co.",Donnermeyer,Michael," +49 89 61 08 9555","Hansastr. 15",,Munich,,80686,Germany,1504,77000,,,,M
424,"Classic Legends Inc.",Hernandez,Maria,2125558493,"5905 Pompton St.","Suite 750",NYC,NY,10022,USA,1286,67500,,,,M
443,"Feuer Online Stores, Inc",Feuer,"Alexander ",0342-555176,"Heerstr. 22",,Leipzig,,04179,Germany,,0,,,,M
447,"Gift Ideas Corp.",Lewis,Dan,2035554407,"2440 Pompton St.",,Glendale,CT,97561,USA,1323,49700,,,,M
448,"Scandinavian Gift Ideas",Larsson,Martha,"0695-34 6555","Åkergatan 24",,Bräcke,,"S-844 67",Sweden,1504,116400,,,,M
450,"The Sharp Gifts Warehouse",Frick,Sue,4085553659,"3086 Ingle Ln.",,"San Jose",CA,94217,USA,1165,77600,,,,M
452,"Mini Auto Werke",Mendel,"Roland ",7675-3555,"Kirchgasse 6",,Graz,,8010,Austria,1401,45300,,,,M
455,"Super Scale Inc.",Murphy,Leslie,2035559545,"567 North Pendale Street",,"New Haven",CT,97823,USA,1286,95400,,,,M
456,"Microscale Inc.",Choi,Yu,2125551957,"5290 North Pendale Street","Suite 200",NYC,NY,10022,USA,1286,39800,,,,M
458,"Corrida Auto Replicas, Ltd",Sommer,"Martín ","(91) 555 22 82","C/ Araquil, 67",,Madrid,,28023,Spain,1702,104600,,,,M
459,"Warburg Exchange",Ottlieb,"Sven ",0241-039123,"Walserweg 21",,Aachen,,52066,Germany,,0,,,,M
462,FunGiftIdeas.com,Benitez,Violeta,5085552555,"1785 First Street",,"New Bedford",MA,50553,USA,1216,85800,,,,M
465,"Anton Designs, Ltd.",Anton,Carmen,"+34 913 728555","c/ Gobelas, 19-1 Urb. La Florida",,Madrid,,28023,Spain,,0,,,,M
471,"Australian Collectables, Ltd",Clenahan,Sean,61-9-3844-6555,"7 Allen Street",,"Glen Waverly",Victoria,3150,Australia,1611,60300,,,,M
473,"Frau da Collezione",Ricotti,Franco,"+39 022515555","20093 Cologno Monzese","Alessandro Volta 16",Milan,,,Italy,1401,34800,,,,M
475,"West Coast Collectables Co.",Thompson,Steve,3105553722,"3675 Furth Circle",,Burbank,CA,94019,USA,1166,55400,,,,M
477,"Mit Vergnügen & Co.",Moos,"Hanna ",0621-08555,"Forsterstr. 57",,Mannheim,,68306,Germany,,0,,,,M
480,"Kremlin Collectables, Co.",Semenov,"Alexander ","+7 812 293 0521","2 Pobedy Square",,"Saint Petersburg",,196143,Russia,,0,,,,M
481,"Raanan Stores, Inc","Altagar,G M",Raanan,"+ 972 9 959 8555","3 Hagalim Blv.",,Herzlia,,47625,Israel,,0,,,,M
484,"Iberia Gift Imports, Corp.",Roel,"José Pedro ","(95) 555 82 82","C/ Romero, 33",,Sevilla,,41101,Spain,1702,65700,,,,M
486,"Motor Mint Distributors Inc.",Salazar,Rosa,2155559857,"11328 Douglas Av.",,Philadelphia,PA,71270,USA,1323,72600,,,,M
487,"Signal Collectibles Ltd.",Taylor,Sue,4155554312,"2793 Furth Circle",,Brisbane,CA,94217,USA,1165,60300,,,,M
489,"Double Decker Gift Stores, Ltd",Smith,"Thomas ","(171) 555-7555","120 Hanover Sq.",,London,,"WA1 1DP",UK,1501,43300,,,,M
495,"Diecast Collectables",Franco,Valarie,6175552555,"6251 Ingle Ln.",,Boston,MA,51003,USA,1188,85100,,,,M
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",,"Auckland  ",,,"New Zealand",1612,110000,,,,M
497,,,,0321-4123135,"House no ABC",,,,,,,,,,,M
498,majid@yahoo.com,zxczxc,zxczxc,0321-4123135,"House no ABC",,,,,,,,,,,M
509,,,,," ",,Karachi,,Pakistan,Pakistan,,,,,,M
501,Majid,TAHIR,TAHIR,XCXCX," XCX",XCX,Kabul,XCX,Afghanistan,a,,,,,,M
510,,,,," ",,"--Select City--",,"--Select Countr","--Select Country--",,,,,,M
511,NHURUM,,,," ",,"--Select City--",,"--Select Countr","--Select Country--",,,,,,M
512,NHURUM,,,," ",,Kabul,,Afghanistan,Afghanistan,,,,,,M
513,NHURUM,,,," ",,Kabul,,Afghanistan,Afghanistan,,,,,,M
514,NHURUM,,,," ",,Kabul,,Afghanistan,Afghanistan,,,,,,M
515,cvc,,,," ",,Qandahar,,Afghanistan,Afghanistan,,,,,,M
516,xcx,,,," ",,Kabul,,Afghanistan,Afghanistan,,,,,,M
517,zxzx,,,," ",,"South Hill",,Anguilla,Anguilla,,,,,,M
518,zxzx,zxzx,zxzx,," ",,"South Hill",,Anguilla,Anguilla,,,,,,M
519,zxzx,zxzx,zxzx,," ",,Kabul,,Afghanistan,Afghanistan,,,,,,M
520,FDF,,,," ",,"--Select City--",,"--Select Countr","--Select Country--",,,,,,M
521,FDF,,,," ",,"--Select City--",,"--Select Countr","--Select Country--",,,,,,M
522,zxczxc,,,," ",,"--Select City--",,"--Select Countr","--Select Country--",,,,,,M
523,dsd,,,," ",,"--Select City--",,"--Select Countr","--Select Country--",,,,,,M
524,asdsdas,,,adasd," ",,"--Select City--",,"--Select Countr","--Select Country--",,,,,,M
525,AA,AA,AA,A," A",AA,Sydney,A,Australia,Australia,,,,,,M
526,AA,AA,AA,A," A",AA,Sydney,A,Australia,Australia,,,,,,M
527,sasa,asas,asas,asas," asas",asas,Kabul,asas,Afghanistan,Afghanistan,,,,,,M
528,sasa,asas,asas,asas," asas",asas,Kabul,asas,Afghanistan,Afghanistan,,,,,,M
529,sasa,asas,asas,asas," asas",asas,Kabul,asas,Afghanistan,Afghanistan,,,,,,M
530,Majid2,Ferguson2,Ferguson2,A," AA",AA,Karachi,AA,Pakistan,Pakistan,,,,,,M
531,Majid2,sdsd,sdsd,sdsd," sds",sdsd,Rawalpindi,sds,Pakistan,Pakistan,,,,,,M
532,Majid2,sdsd,sdsd,sdsd," sds",sdsd,Port-Louis,sds,Mauritius,Mauritius,,,,,,M
533,asdsa,asda,asda,sadas," asdas",asdasd,Karachi,asdasd,Pakistan,Pakistan,,,majid@yahoo.com,,,M
534,Majid2,asa,asa,asas," asas",asas,Karachi,asas,Pakistan,Pakistan,,,abdulmajid@yahoo.com,,,M
535,XCXZC,ZXZX,ZXZX,ZXCZX," ZCZX",ZXCZX,Karachi,ZXCZX,Pakistan,Pakistan,,,majidtahir79@yahoo.com,,,M
536,"ABDUL SAMAD","ABDUL MAJID","ABDUL MAJID",03214123135," A",A,Karachi,A,Pakistan,Pakistan,,,abc@yahoo.com,,,M
537,anas@yahoo.com,anas2,anas,12121," 121",1212,Karachi,pakistan,Pakistan,Pakistan,123,123,anas@yahoo.com,,,M
538,$name,,,,,,,,,,,,$email,$pwd,,M
539,Kashif,,,,,,,,,,,,ka@yahoo.com,abc123,,M
540,Nasir,,,,,,,,,,,,na@yahoo.com,613d3b9c91e9445abaeca02f2342e5a6,,M
541,ALI,,,,,,,,,,,,ALI@YAHOO.COM,bbf2dead374654cbb32a917afd236656,,M
542,$name,,,,,,,,,,,,$email,$pwd,,M
543,asad,,,,,,,,,,,,asad@gmail.com,e99a18c428cb38d5f260853678922e03,./upload/3.jpg,M
544,"Asif ali2",,,,,,2508,,,MTQ,,,asif44@yahoo.com,e99a18c428cb38d5f260853678922e03,./data/download.jpg,M
545,asif,,,,,,,,,,,,asif@yahoo.com,e99a18c428cb38d5f260853678922e03,,M
546,asif2,,,,,,,,,,,,asif2@yahoo.com,e99a18c428cb38d5f260853678922e03,,M
547,asif3,,,,,,,,,,,,asif3@yahoo.com,e99a18c428cb38d5f260853678922e03,,M
548,,,,,,,,,,,,,,d41d8cd98f00b204e9800998ecf8427e,,M
549,asad,,,,,,,,,,,,asad@gmail.com,e99a18c428cb38d5f260853678922e03,,M
550,asif,,,,,,,,,,,,asif@yahoo.com,e99a18c428cb38d5f260853678922e03,,M
555,Force,,,,,,,,,,,,force@yahoo.com,,,M
552,idrees,,,,,,,,,,,,admin@gmail.com,b65bd772c3b0dfebf0a189efd420352d,,M
553,admin,,,,,,,,,,,,admin@yahoo.com,e99a18c428cb38d5f260853678922e03,,A
554,RAZLIX,,,,,,,,,,,,member@yahoo.com,e99a18c428cb38d5f260853678922e03,,M
